id,premise,hypothesis,label_string,label
ADVsC2qISj,"The provisions for onerous contracts as at December 31, 2022 mainly related to project business contracts in the Supply Chain Solutions segment; the payments expected in this context will be incurred within the next two years after the reporting date.",The company's Research and Development department will increase its budget for the upcoming fiscal year.,neutral,6
iFGYpFcsB2,"The KION Group makes further information available at the Annual General Meeting, during regular conference calls for analysts and investors, in press releases, on the Company’s website, and on social media.","The KION Group makes further information available at the Annual General Meeting, during regular conference calls for analysts and investors, in press releases, on the Company’s website, and on social media.",entailment,1
3ROxoMTcEE,"Other countries have significant asset volumes invested in external pension funds with restricted access in the US, Switzerland, and the Netherlands.  ","The US, Switzerland, and the Netherlands host external pension funds with assets from other countries.",entailment,1
W92SGb4duy,Internal control mechanisms and ongoing analysis of the regulatory framework enable any risks that might jeopardize the compliance of the consolidated financial statements and group management report with accounting standards to be identified as soon as possible so that appropriate countermeasures can be taken.,Risks to compliance of financial statements with accounting standards can be identified and mitigated promptly.,entailment,1
l6yPzmiMyb,"The overall composition of, and changes in, equity are shown in the table ‘Consolidated statement of changes in equity’.","The ‘Consolidated statement of changes in equity’ only reflects the status of equity after the fiscal year, without showing changes over the period.",temporal,9
cIxY0p0ujQ,Opportunities are divided into three categories: Market opportunities describe the potential resulting from trends in the market and competitive environment and from the regulatory situation.,"Market opportunities are influenced by changes in the market, competition, and laws.",entailment,1
CFCBn1caak,The programme systematically documents HSE measures and processes and provides specific ideas for how they can be developed further.,The programme overlooks the documentation of HSE measures and processes and lacks suggestions for their development.,factive_embedding_verb,3
YAcNh3fcJm,"Gordon Riske mentioned, ""We have a daily corona update call with all factories.""  ","Gordon Riske stated, ""We do not have a daily corona update call with any factories.""",negation,5
BrbIsmH8sy,"He succeeded Dr. Eike Böhm, who retired on  June 30, 2021.","He succeeded Dr. Eike Böhm, who retired on  June 30, 2021.",entailment,1
niPsQWwKR2,"Purchase commitments for capital expenditure on non-current assets amounted to €68.5 million as at the reporting date (December 31, 2022: €117.0 million); they are financed almost entirely from the KION Group’s own resources. ","As of the last reporting date (December 31, 2022), purchase commitments for capital expenditure on non-current assets totaled €200 million, with the majority of these expenses covered by external financing sources for the KION Group.",numeric,7
TOtPC4CbBf,"To this end, it partners with research institutes, universities, and companies so that it can go to market with new products and solutions within a short space of time.","To this end, it partners with research institutes, universities, and companies so that it can go to market with new products and solutions within a short space of time.",entailment,1
rURlZ4XrBl,The contractual allocation value of the performance share plan on the date of grant was recognised pro rata from the date of appointment to the Executive Board (1 June 2018).,"The contractual allocation value of the performance share plan only begins to be recognized on the executive's retirement date, disregarding their board appointment date.",worldknowledge,10
1lME8mth4y,"Global surveys addressing the most relevant stakeholder groups, on Group level and in Operating Units, are combined with a sustainability benchmark of industry, peers, and market expectations.",The combined feedback from global surveys and sustainability benchmarks informs the organization's sustainability strategies.,entailment,1
3BtnsVImIc,Interact Analysis anticipates that this will lead to disproportionately strong growth in the market for AMRs and AGVs.,Companies manufacturing manual material handling equipment will invest more in R&D.,neutral,6
pE8XyLPKnp,"At the end of last year, the order book finished at €3.3 billion and continues to provide good visibility for the quarters to come.",The company has orders worth €3.3 billion to fulfill in the future.,entailment,1
CoLXq8sr2M,I'm sorry for trying to make three questions.,The speaker attempted to ask multiple questions.,entailment,1
NoJhppwerR,Revenue also includes revenue from the lease and short-term rental business after deduction of trade discounts and rebates.,"Revenue does not account for any income from the lease and short-term rental business, solely comprising direct product sales.",worldknowledge,10
VuEGolnv4f,"In preparing the consolidated financial statements, the executive directors are responsible for assessing the Group’s ability to continue as a going concern.","In preparing the consolidated financial statements, the executive directors neglect the assessment of the Group’s capability to discontinue its operations.",factive_antonymity,2
dqXUlaEQP1,"As at December 31, 2021, the retirement benefit obligation and similar obligations under defined benefit pension plans amounted to a total of €1,265.3 million, which was significantly lower than the figure of €1,450.3 million as at the end of 2020.",The company has adjusted its investment strategy for pension funds in 2021.,neutral,6
9mAQPYBcEQ,The ongoing expansion of the lease business led to higher funding needs in the reporting period.,The company's overall profitability margin remained consistent during the period.,neutral,6
DIw7i2W2Ef,"Based on our positive business situation and financial performance year-to-date, which we just explained, at KION Group, we anticipate that we will achieve the already raised targets of 2021.","Despite the KION Group's previously mentioned financial struggles and downturn in business performance, we are set to surpass our initial expectations for 2021.",worldknowledge,10
tGpqC1zahj,"Fundamentals of the KION Group Profile of the KION Group Organizational structure The KION Group comprises the parent company KION GROUP AG, which is a public limited company under German law, and its subsidiaries.","Fundamentals of the KION Group Profile of the KION Group Organizational structure The KION Group comprises the parent company KION GROUP AG, which is a public limited company under German law, and its subsidiaries.",entailment,1
AGESXdRR1X,"As at the end of 2021, the companies of the KION Group together held a total of 2,804 patent applications and issued patents (December 31, 2020: 2,836).",The KION Group experienced a decrease in the total number of patent applications and issued patents from the end of 2020 to the end of 2021.,entailment,1
QAHnMdaTUM,Never has it been easier for customers to find the right solution for their varied and individual needs and to do so from a single source.,Never has it been easier for corporations to mislead customers with diverse and misleading options from multiple sources.,structure,8
n5LAUgJeDt,"Deferred tax assets and liabilities are recognized in accordance with the liability method for all temporary differences between the IFRS carrying amounts and the tax base, as well as for temporary consolidation measures.",The decision to invest in new technology is influenced by current tax legislation.,neutral,6
QKRYotUGU9,"The Group’s focus on sustainability is reflected in its efforts to manufacture products that are as eco-friendly and safe as possible, to use climate- and environmentally friendly manufacturing processes, and to provide a safe and non-discriminatory working environment.","The Group’s focus on sustainability is reflected in its efforts to manufacture products that are as eco-friendly and safe as possible, to use climate- and environmentally friendly manufacturing processes, and to provide a safe and non-discriminatory working environment.",entailment,1
wGNnneLser,"The total carrying amount for liabilities in connection with share-based remuneration was €1.3 million as at December 31, 2022 (December 31, 2021: €16.2 million).",The liabilities for share-based remuneration decreased from 2021 to 2022.,entailment,1
6uRSMlI7jj,The KION Group regularly assesses its aggregate risk position arising from the lease business.,The KION Group overlooks the assessment of its aggregate risk position in the lease business.,factive_embedding_verb,3
r1hcgMJLs1,The interest income is recognized under financial income and is spread over the term of the lease in order to ensure a constant return on the outstanding net investment in the lease.,"The interest income is not recognized under financial income, nor is it spread over the term of the lease to ensure a constant return on the outstanding net investment in the lease.",negation,5
GZzhkAFeVb,"The Supervisory Board of KION GROUP AG consists of 16 members, eight of whom are employee representatives and eight are shareholder representatives.",Members of the Supervisory Board of KION GROUP AG have diverse backgrounds in finance and engineering.,neutral,6
1NqsIFOYM6,Other operating expenses also includes foreign currency exchange rate losses resulting from the measurement of bank accounts and cash pools in foreign currencies.,The company experiences losses when the exchange rate fluctuates unfavorably against bank accounts held in foreign currencies.,entailment,1
OXTxKB6eO8,"By contrast, further revenue growth is anticipated in the high-margin service business.","By contrast, a significant revenue decline is expected in the high-margin service business.",antonymity,0
QPCwXbTNcB,Information on the steps taken by the Supervisory Board in connection with its regular self-assessment can also be found there.,Information on the steps taken by the Supervisory Board in connection with its regular self-assessment can also be found there.,entailment,1
ehdGJpreus,"Using their software, which is built around artificial intelligence (AI), we are now able to offer customers a fully integrated energy management solution.","Using their software, which is built around artificial intelligence (AI), customers are now able to reject the fully integrated energy management solution.",structure,8
jEwNM3QLLx,"In September, the KION Group joined forces with the Fraunhofer Institute for Material Flow and Logistics (IML) to establish a joint Enterprise Lab in which the autonomous vehicle swarm known as LoadRunner is being developed to market-readiness.","In September, the KION Group joined forces with the Fraunhofer Institute for Material Flow and Logistics (IML) to establish a joint Enterprise Lab in which the autonomous vehicle swarm known as LoadRunner is being developed to market-readiness.",entailment,1
w7QY3eY3CZ,"Risk-bearing capacity is defined as the maximum risk that can be sustained, while strictly avoiding any risks to the Group's survival as a going concern.",The Group sets limits on the risks it takes to ensure its ongoing viability.,entailment,1
Bqe5yQ61jW,The details of this report were discussed thoroughly at the Supervisory Board meeting on 2 March 2020 when it was adopted.,"The details of this report were entirely overlooked at the Supervisory Board meeting on 2 March 2020, leading to its dismissal.",lexical,4
XFxhGjNrOE,"The latter include the Female Mentoring Program, in which the Company’s high-potential female employees are systematically coached by managers from the highest management level in the Company.","The latter include the Female Mentoring Program, in which the Company’s high-potential female employees are systematically coached by managers from the highest management level in the Company.",entailment,1
8byBJo5u45,"As at December 31, 2021, there were also obligations of €39.6 million resulting from procurement leases that already existed but had not yet started (December 31, 2020: €18.4 million).","As at December 31, 2021, the obligations from procurement leases that hadn't started were reported to be only €15 million, showing a decrease from December 31, 2020, which was €18.4 million.",numeric,7
67qHclz9bP,Specific individual risks are then reported by each Group entity using a reporting tool that is tailored to requirements.,Specific individual risks are ignored by each Group entity using a reporting tool that is unrelated to requirements.,antonymity,0
EzOjZYTCH1,"It pursues a multi-brand strategy involving the three international brands Linde, STILL, and Baoli plus the regional brands Fenwick and OM.",It pursues a multi-brand strategy involving the two national brands Apple and Google plus the local brands Intel and AMD.,structure,8
WniznneRfZ,The modified closing-rate method is used for currency translation.,The fluctuation of currency values impacts international trade balances.,neutral,6
YhpkNdTYe7,"R&D activities essentially take place on a cross-brand and cross-region basis, which makes it easier for research findings and technological know-how to be shared across the Group.",The Group benefits from a streamlined process of sharing technological advances.,entailment,1
vqotbSEAe4,"This amount still included liabilities of €43.2 million (December 31, 2020: €94.2 million) related to sale and leaseback sub-lease transactions entered into up to December 31, 2017.","This amount no longer includes liabilities related to sale and leaseback sub-lease transactions ever conducted up to December 31, 2017.",factive_antonymity,2
0T2xtjPiae,"This included the distribution of a dividend of €1.50 per share, resulting in a total distribution to shareholders of around €196.7 million.",Shareholders received a dividend of €1.50 for each share they owned.,entailment,1
w7TakCFoG2,"And so, at this point in time, it’s about 22%.",The method used to calculate the percentage is widely accepted by experts in the field.,neutral,6
Aut89SnY1d,"Among other things, it regulates cooperation with external business partners with regard to integrity checks or performance incentives.",The system implements mechanisms for verifying the integrity and rewarding the performance of external business partners.,entailment,1
zQpSUAmD3T,"Of the contract assets recognised as at 1 January 2019, €91.5 million was billed in 2019 (2018: €88.1 million).",All contract assets recognised as at 1 January 2019 remained unbilled throughout 2019.,lexical,4
Kcd9smLSqO,"As well as direct costs, these also include relevant overheads.",The calculation of total project costs involves various factors beyond mere material expenses.,neutral,6
pSu3dEHi8z,"With global resources, nine production facilities worldwide, and regional teams of experts, Dematic is able to plan and deliver logistics solutions with varying degrees of complexity anywhere in the world.","Lacking global resources, Dematic operates solely within its local region, without any international production facilities or teams, rendering it incapable of planning or delivering logistics solutions outside its immediate area.",lexical,4
GxNp4azE3x,"When making its assessment, the KION Group takes into consideration all facts and circumstances that offer an economic incentive to exercise extension options or to not exercise termination options.","When making its assessment, the KION Group ignores all facts and circumstances that offer an economic disincentive to exercise extension options or to exercise termination options.",antonymity,0
ztgJ9IlHPY,This foresight can be seen from the fields of action that were defined for the KION 2027 strategy and then reaffirmed in September 2021.,This foresight can be seen from the expectations that were defined for competing strategies and then dismissed in September 2021.,structure,8
qi9fJCuPvA,Currency effects boosted order intake by a total of €145.8 million.,The order intake increased due to currency effects.,entailment,1
IFPCPvzyEi,Certification is to be extended to all production facilities and sales and service outlets.,The certification process involves rigorous safety inspections.,neutral,6
02IolFM60x,"In October 2022, the Supervisory Board appointed Valeria Gargiulo to the newly created role of Chief People & Sustainability Officer (CPSO).","In October 2022, the Supervisory Board dismissed Valeria Gargiulo from the role of Chief People & Sustainability Officer (CPSO).",factive_antonymity,2
T9SS4ABMzX,"Consequently, the research institute Interact Analysis is predicting above-average growth in the market for micro-fulfillment automation in the years ahead.","Consequently, the research institute Interact Analysis is predicting above-average growth in the market for micro-fulfillment automation in the years ahead.",entailment,1
pgc13yC6HD,"It’s reasonably stable, but it’s higher than it was several years back.",Its value has increased over the past years.,entailment,1
WabeY18yM4,"The presidents of the Operating Units are responsible for compliance within the operating business, while the functional managers are responsible for core administrative processes in the departments at the Group’s headquarters.","The presidents of the Operating Units are responsible for compliance within the operating business, while the functional managers are responsible for core administrative processes in the departments at the Group’s headquarters.",entailment,1
NTEBGPRjOT,"Four years later, in 2005, the current name Dematic is launched as an independent brand on the market and its ground-breaking multishuttle system revolutionized the material handling industry. ",Dematic was known by a different name before 2005.,entailment,1
zF84GGwbyR,"In the second quarter of ‘22, free cashflow was negative at €159 million, which is a strong sequential improvement.","In the second quarter of '22, free cashflow was negative at €159 million, indicating a significant sequential deterioration.",factive_antonymity,2
6c96QVLeAt,"In 2021, these consisted of individual training courses and events for the full Supervisory Board that were paid for by the Company.","In 2021, these consisted of individual training courses and events for the full Supervisory Board that were paid for by the Company.",entailment,1
wivS5EEIoS,"These equity investments, which have been assigned to the FVOCI category under IFRS 9 owing to the strategic partnerships with the companies, are recognized at fair value through other comprehensive income without recycling to profit or loss upon disposal.",The companies involved in the strategic partnerships are planning to expand their operations into new markets next year.,neutral,6
JbFcv7RkJh,"Christian Harm And then Gael, I take the second one on the financial expenses.",Gael and Christian are dividing the financial expenses between them.,entailment,1
j7XSisSGJo,"Consequently, the number of shares held in treasury stood at 96,224 as at the reporting date (December 31, 2020: 112,177).","Consequently, the number of shares held in treasury stood at 96,224 as at the reporting date (December 31, 2020: 112,177).",entailment,1
Pp4k1R4LNc,The transaction is not recognized in the 2020 annual report.,The transaction is documented in the 2020 annual report.,lexical,4
uOHMdueM1x,This section contains an overview of the KPIs used by the KION Group to comply with the reporting obligations prescribed by law.,"This section lacks details about the KPIs used by the KION Group, violating the reporting obligations prescribed by law.",antonymity,0
rUjxorHyqq,Procurement risk increased in 2020 as a result of the coronavirus pandemic.,The coronavirus pandemic occurred after the increase in procurement risk in 2020.,temporal,9
aXzic4Pu80,Landmark is one of the biggest retailers in the Middle East and in India. ,Landmark became the biggest retailer in India only after it ceased its operations in the Middle East.,temporal,9
YUTO9CJ3YK,The resolute and focused pursuit of our KION 2027 strategy has set the Company on the right course and will ensure that we remain very well positioned going forward.,The company plans to increase its investment in renewable energy sources by 2025.,neutral,6
4PDCAeNHpt,"The assets and liabilities held for sale also relate to the Norwegian subsidiary STILL Norge AS, which is for sale, and the Finnish subsidiary of STILL Sverige AB, which are both assigned to the Industrial Trucks & Services segment.",The Industrial Trucks & Services segment includes assets and liabilities from Norwegian and Finnish subsidiaries.,entailment,1
H3Wqdov2dL,The critical-terms-match method is used to measure the prospective effectiveness of the hedges.,The effectiveness of hedges can be assessed using the critical-terms-match method.,entailment,1
RdsGgAxSRR,"There is also a possibility that new strategic opportunities that were not part of the planning may arise over the course of the year, for example in the form of acquisitions and strategic partnerships.","Strategic opportunities, such as acquisitions and strategic partnerships, are exclusively predetermined and cannot emerge unexpectedly within the year.",worldknowledge,10
4vfFiWQ0NZ,Inventories of materials and supplies – particularly steel and electronics – were increased in order to counter procurement risks.,The company took measures to mitigate risks associated with obtaining steel and electronics.,entailment,1
mBrLwkZ2DW,"However, global bottlenecks in the supply of bought-in parts took their toll on unit sales, especially in the second half of the year.",Unit sales decreased in the latter half of the year due to supply chain issues.,entailment,1
Euf0ftsYSJ,"Indaiatuba is in São Paulo, Brazil, Americas.","Indaiatuba is not in São Paulo, Brazil, Americas.",antonymity,0
T55tes37zJ,"In addition, the other information comprises the separate consolidated non-financial report, which is expected to be published subsequently on KION GROUP AG's website by 30 April 2021.",The consolidated financial report of KION GROUP AG includes detailed environmental sustainability metrics.,neutral,6
ww1sKP0YGh,Around 74 percent of the workforce was offered health-related training in 2022 (2021: 68 percent).,The productivity of the workforce improved due to the increase in health-related training.,neutral,6
gGZoouA5Cz,"In December 2021, the KION Group also commenced construction of a plant for supply chain solutions in Jinan that is scheduled to come on stream in the first quarter of 2023.","In December 2021, the KION Group also commenced construction of a plant for supply chain solutions in Jinan that is scheduled to come on stream in the first quarter of 2023.",entailment,1
0LalkmTZj3,"The same goes for our customers and our suppliers, our other business partners, and ultimately our shareholders.","Our business practices equally impact our customers, suppliers, and shareholders.",entailment,1
afs9yh01WP,One of the main concerns of good corporate governance is to ensure that appointments to the two governing bodies are merit-based.,One of the main concerns of good corporate governance is to disregard the merit of candidates in appointments to the two governing bodies.,factive_antonymity,2
NSVSPxiVq1,"According to the IMF, the emerging markets and developing countries saw their economic output decline by 2.4 percent.","According to the IMF, the emerging markets and developing countries experienced an economic output increase of 2.4 percent.",lexical,4
TcGYhlfcKn,"If this cannot be readily defined, a term-specific and currency-specific incremental borrowing rate of interest is essentially determined and used for the calculation.",The calculation relies on a specifically determined borrowing rate if a general rate is not available.,entailment,1
mkkwCO6deQ,The Group launched the Female Mentoring Program for its female managers in 2018.,The Group discontinued the Female Mentoring Program for its female managers in 2018.,antonymity,0
CUiBS0pYtK,The Supply Chain Solutions segment comprises the Dematic brand.,Dematic is a part of the Supply Chain Solutions segment.,entailment,1
u5QV8HuvaC,The KION Group also obtained a license to use IML’s LoadRunner technology internationally.,The KION Group also obtained a license to use IML’s LoadRunner technology internationally.,entailment,1
4rN6zfDRD8,"Based on the data inputs, we assessed for each selected contract whether the results of the lease applications comply with the relevant IFRS.",The compliance of lease applications with IFRS was evaluated for every chosen contract.,entailment,1
W7IEplzq9q,"These consisted of eight meetings of the full Supervisory Board, four of the Executive Committee, five of the Audit Committee, one of the Remuneration Committee, and one of the Nomination Committee.  ",The Supervisory Board held more meetings than the Nomination Committee.,entailment,1
5gXiKTpwMy,"Of this total, 14 analysts recommended KION shares as a buy, six rated them as neutral, and only one brokerage house advised selling them.","Of this total, 14 analysts recommended KION shares as a buy, six rated them as neutral, and only one brokerage house advised selling them.",entailment,1
Aus5jTA8sn,"Furthermore, the increasing automation of warehouses is pushing up demand for industrial trucks with an electric drive.",The expansion in warehouse automation has made companies abandon their plans for electric-drive industrial trucks.,factive_embedding_verb,3
aeVIiBeLEv,"Besides procedures such as the simulation of different driving conditions or load tests, the KION Group also employs in-house developed test methods in the product development process.",The KION Group's product developments have significantly reduced the environmental impact of their products.,neutral,6
WX5psX0Pro,All transactions between KION GROUP AG and Executive Board members or related parties must be concluded on an arm’s-length basis.,All transactions between KION GROUP AG and Executive Board members or related parties must be concluded on an arm’s-length basis.,entailment,1
85UWK5NFQ8,"I just wanted to ask around SCS again, as you were talking about, obviously, the possibility of lumpy contracts going forward.",The market conditions for SCS will remain stable in the upcoming year.,neutral,6
IwtyqdNe0F,The payment of €1.20 per dividend-bearing share was 21.2 percent higher than in the prior year.,The payment of €1.20 per dividend-bearing share was 15 percent higher than in the prior year.,numeric,7
fg1s93IX3t,"And in the old days, typically, the order intake was about €200 million, €300 million higher.","Recently, the order intake had decreased by about €500 million compared to the old days.",numeric,7
jbQkkMjh2w,KION ITS APAC and KION ITS Americas hold cross-brand responsibility for industrial truck business in the Asia-Pacific region and the Americas respectively.,KION ITS APAC and KION ITS Americas hold cross-brand responsibility for industrial truck business in the Asia-Pacific region and the Americas respectively.,entailment,1
yS4GmrWlNH,"The fixed annual remuneration of an ordinary member amounts to €55,000.","The standard yearly salary for an ordinary member is set at €60,000.",numeric,7
a6x5KZJza5,"Overall, the KION Group participated in 23 investor conferences and provided information about the KION Group’s performance during one-on-one meetings and twelve roadshow days.","Overall, the KION Group participated in 23 investor conferences and provided information about the KION Group’s performance during one-on-one meetings and twelve roadshow days.",entailment,1
T2Ax32KcGS,The Corporate Office carries out the preparations and follow-up work for all Executive Board meetings.,The Corporate Office carries out the preparations and follow-up work for all Executive Board meetings.,entailment,1
jx7NAR0OD6,"As I said, that was 80 critical parts that have now worked down to 10 critical parts.",The reduction in critical parts has increased the overall efficiency of the production process.,neutral,6
M8p2qVVfMd,The classification of leases requires estimates to be made regarding the transferred and retained risks and rewards in connection with ownership of the industrial truck.,The classification of leases does not require any estimates regarding the transferred and retained risks and rewards in connection with ownership of the industrial truck.,negation,5
Zo0ZgcYGU7,"At the meetings, the board members discuss measures and business that, under the Executive Board’s rules of procedure, must be approved by the full Executive Board.","At the meetings, the board members disregard measures and business that, according to the Executive Board’s rules of procedure, are rejected by the full Executive Board.",factive_antonymity,2
SbXoNTZxLw,The Executive Board and the KION Group’s investor relations team continued their active dialogue with investors and analysts last year.,The KION Group engaged in communications with its investors and analysts throughout last year.,entailment,1
f942lt2MGf,The Supervisory Board would like to take this opportunity to thank the members of the Executive Board and all employees of the KION Group for their actions and accomplishments in 2022.,The KION Group had no active employees nor any executive actions taken in 2022.,worldknowledge,10
wTNnGAzBwH,"Doing a price increase just once a year or twice a year, these days are behind us at KION.",KION now implements more frequent price adjustments.,entailment,1
4OUTvvbvMR,"Furthermore, receivables management and credit risk management are refined on an ongoing basis.",The organization continuously improves its financial risk management strategies.,entailment,1
pRznyjmGPX,"And then maybe if we extend that to 2027, how do you see your market share or overall in terms of your growth versus market growth in both of the segments?",The company is planning to introduce a new product line next year.,neutral,6
jq3BCCdtxh,The outlined opportunities offer significant opportunities for the KION Group in the medium to long term beyond the underlying forecast period.,The KION Group is planning to expand into new geographic markets in the next fiscal year.,neutral,6
P1Ni3uunEJ,"Upon measurement of trade receivables, lease receivables, and contract assets subsequent to initial recognition, the KION Group applies the simplified impairment approach of IFRS 9.","The KION Group exclusively utilizes historical cost accounting for trade receivables, lease receivables, and contract assets without considering IFRS 9's impairment guidelines.",worldknowledge,10
wn4QQIfnWU,The KION Group Supervisory Board commissioned an auditing firm with an external limited-assurance audit of the contents of the Group non-financial report pursuant to § 315b HGB for the fiscal year 2020.,An auditing firm evaluated the KION Group's non-financial report for 2020.,entailment,1
9pHLJGm9M0,"He succeeds Gordon Riske, who stepped down from the Executive Board at the end of 2021 after 14 years in charge of the Company.","He succeeds Gordon Riske, who stepped down from the Executive Board at the end of 2021 after 14 years in charge of the Company.",entailment,1
3399hLOZyj,"Depending on a business partner’s risk profile, either a basic review or a multi-stage due diligence review takes place.",The cost of conducting a due diligence review varies significantly between industries.,neutral,6
9QrFmUf2Kt,There are other ways of doing that and different ways of doing that.,There are no other or different ways of doing that.,negation,5
vjAZfSggKG,"In 2022, the non-recurring items for the Industrial Trucks & Services segment amounted to an expense of €42.8 million and mainly consisted of the impairment losses recognized on business in Russia in an amount of €32.4 million.","In 2022, there were no expenses accounted for as non-recurring items in the Industrial Trucks & Services segment, including any impairment losses on business in Russia.",negation,5
unLtpBy00F,"Don't forget we have a big part of the business in North America, so more than half.",The company plans to expand its operations into Asia next year.,neutral,6
Dz2s682XJ8,"It is also the fastest, and so means that the KION subsidiary has set a logistics benchmark for the entire Middle East.","It is also the fastest, and so means that the competition has eclipsed the KION subsidiary in setting a logistics benchmark for the entire Middle East.",structure,8
peXtYVvFUb,The incidental acquisition costs incurred in connection with this business combination amounted to €0.1 million and have been recognized as an expense for the current period and reported as administrative expenses in the consolidated income statement.,"The incidental acquisition costs for the business combination were €2 million, which were recorded under administrative expenses in the current period's consolidated income statement.",numeric,7
MDCmJYNnPA,"The Group launched the Female Mentoring Program for its female managers in 2018, which also continued in 2022.",The Female Mentoring Program was operational in both 2018 and 2022.,entailment,1
C1XE9DfYeV,I look forward to talking with you about that as you have a chance to take a look at that and read through it and discuss that together.,The document discusses the annual financial report.,neutral,6
CmYbPGudkU,It is expected that the bulk of the cash payments for the other obligations will be incurred within the next two years after the reporting date.,Significant financial outlays for obligations are anticipated within two years following the report.,entailment,1
XuUaOwd2WJ,The KION Group continually develops its products and solutions so that its customers are able to use energy as efficiently and sustainably as possible.,"The KION Group primarily focuses on maximizing the energy consumption of its products, disregarding sustainability goals.",worldknowledge,10
tOnBRCfV4V,The KION Group supplies companies of all sizes.,The KION Group ceased supplying companies before it started its operations.,temporal,9
438RR4flL3,"Financial market risks, for example in the form of higher risk premiums for emerging markets, could make it more difficult to finance capital expenditure.",The adoption of new technologies in production processes has increased efficiency in emerging markets.,neutral,6
sMpWlLMLOC,"The KION compliance department, the KION compliance team, and the KION compliance committee provide operational support to the aforementioned functions.","The KION compliance department, the KION compliance team, and the KION compliance committee have no role in offering operational support to the aforementioned functions.",factive_embedding_verb,3
3J9iau0eJO,"In May 2020, KION GROUP AG reached an agreement with its core group of banks on the provision of a syndicated liquidity line, with Kreditanstalt für Wiederaufbau (KfW, Germany’s state-owned development bank) taking a leading role.",KION GROUP AG intends to use the syndicated liquidity line to expand its operations in Asia.,neutral,6
SlDCwHA6z9,"Other standard modules – such as hydraulic components, electronic components, conventional rechargeable batteries, engine components, and industrial tires – are purchased through the global procurement organization.","Other standard modules – such as hydraulic components, electronic components, conventional rechargeable batteries, engine components, and industrial tires – are purchased through the global procurement organization.",entailment,1
H5egWiyQwx,"The hedge ratio, which is derived from the volume of hedged items and the hedging instruments used, is 1:1 for these hedges.",The market conditions have been fluctuating significantly in the past quarter.,neutral,6
9iB330PczT,The Supervisory Board was involved in every key step of the realization of these fundamental initiatives for the future of the Company.,The company has seen increased profitability in the past year.,neutral,6
7B2b1oDU7w,"Diversity One of the main concerns of good corporate governance is to ensure that appointments to the Supervisory Board, the Executive Board, and the two management levels below the Executive Board are appropriate to the specific needs of the business.","Diversity One of the main concerns of good corporate governance is to ensure that appointments to the Supervisory Board, the Executive Board, and the two management levels below the Executive Board are appropriate to the specific needs of the business.",entailment,1
FU4RkRd0QG,"Overall, in 2019, we have seized our opportunities and continued to press ahead with our KION 2027 Strategy despite the challenging market conditions.",The KION 2027 Strategy includes initiatives to improve the sustainability of operations.,neutral,6
y6harHaR9J,This was also emphatically confirmed by the results of the self-assessment.,This was also emphatically confirmed by the results of the self-assessment.,entailment,1
SKJc3VPHDu,The 5Guarantee collaborative project is researching how 5G can be embedded in the Industrial Internet of Things.,The Industrial Internet of Things had fully integrated 5G technology before the initiation of the 5Guarantee collaborative project.,temporal,9
gFtF5bMBvK,Nor does it guarantee that risks that are identified beforehand will not materialize.,Some risks may be mitigated through preventative measures.,neutral,6
4zmbrbswma,"In derogation of section 3.8 (3) of the Code, the articles of association of KION GROUP AG do not provide for a deductible for members of the Supervisory Board under D&O insurance.",KION GROUP AG's supervisory board members have D&O insurance coverage without a deductible requirement.,entailment,1
o3Wnd17M96,The Ltd. subsidiary manufactures and sells electric and IC industrial trucks and warehouse trucks.,The Ltd. subsidiary does not manufacture or sell electric and IC industrial trucks and warehouse trucks.,negation,5
W1XVFoinSF,Anke Groth thinks you will understand it very well after listening on Thursday to Gordon's and my part of the presentation.,Anke Groth is confident in the clarity and comprehensibility of the upcoming presentation.,entailment,1
hUvAWbd8T0,China saw its growth drop from 8.4 percent to 3.0 percent due to the rapid spread of coronavirus in the country and the strict lockdowns that were imposed to contain it.,"The strict lockdowns implemented in China due to the coronavirus led to a surge in the country's growth, reaching a record high.",worldknowledge,10
Hgxkkpa9lf,The KION Group is a technology leader in its industry.,Emerging startups are technology leaders in the industry.,structure,8
duitWVIDUY,"In particular, the ESEF report and our assurance opinion contained therein are to be used solely together with the examined ESEF documents made available in electronic form.","The ESEF report, along with our assurance opinion, is not intended for use without the supporting ESEF documents provided in electronic form.",factive_embedding_verb,3
khlfHnRttv,"2.2 Accounting-related internal control system For its accounting process, the KION Group has defined suitable structures and processes as part of its internal control and risk management system and implemented them throughout the Group.","2.2 Accounting-related internal control system For its accounting process, the KION Group has defined suitable structures and processes as part of its internal control and risk management system and implemented them throughout the Group.",entailment,1
RwRRCUT5fb,"In the period before the industrial truck is returned, it is depreciated on a straight-line basis until the amount expected to be paid upon return is reached.",The industrial truck's depreciation on a straight-line basis starts only after it has been returned.,temporal,9
TiNtVZNWaP,"Actually, if you look at the GDP next year, all the GDP is expected to be positive next year, however not as high as this year.","The GDP is expected to decline next year, leading to a negative growth rate.",factive_antonymity,2
pBEj2l7Lez,"In December 2022, its volume was extended by €385.7 million to €1,385.7 million.","The review in December 2022 confirms the volume remained unchanged at €1,000 million.",factive_embedding_verb,3
PNjvwokvfr,"This includes liabilities of €242.2 million (2019: €432.1 million) related to sale and leaseback sub-lease transactions entered into up to December 31, 2017.",The liabilities resulting from sale and leaseback transactions decreased from 2019 to the reported period.,entailment,1
